sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
145,51,02,2385.03,662.86,2306.38,1.29
41,67,02,1859.11,550.7,1780.73,1.34
46,17,02,1120.28,424.67,1046.88,1.45
43,47,02,1067.68,372.28,1014.81,1.36
40,77,02,3150.73,947.12,3018.95,1.34
142,81,02,3190.62,791.69,3086.49,1.3
45,27,02,971.99,489.53,879.11,1.56
14,80,01,1958.32,619.15,1870.56,1.35
44,37,02,1203.86,505.65,1126.67,1.42
148,21,02,2352.23,778.2,2249.43,1.34
148,190,03,1240.02,396.45,1183.4,1.36
8,140,01,3036.75,995.42,2873.2,1.41
194,29,03,3078.98,1031.11,2889.91,1.45
143,71,02,3031.6,797.93,2920.34,1.33
190,69,03,2929.03,989.51,2764.3,1.41
3,190,01,3842.94,989.06,3716.85,1.3
192,49,03,3318.2,903.04,3208.0,1.29
40,13,02,1788.81,686.92,1682.29,1.41
149,11,02,3601.6,1055.95,3466.43,1.32
19,30,01,2608.42,858.24,2484.4,1.36
193,39,03,3104.12,898.22,2993.12,1.3
50,71,03,1991.67,627.13,1900.16,1.36
53,41,03,1588.06,592.67,1506.19,1.37
54,31,03,1396.76,454.26,1342.28,1.31
111,44,01,668.55,282.53,621.75,1.45
113,24,01,1507.27,425.27,1449.52,1.32
52,51,03,1661.45,595.52,1561.84,1.43
114,14,01,2737.5,689.64,2667.2,1.25
151,15,03,2831.44,1084.22,2624.55,1.49
150,25,03,2775.03,916.22,2624.25,1.41
110,54,01,2242.77,658.12,2150.72,1.34
112,34,01,1853.57,525.23,1784.22,1.32
18,40,01,2250.83,697.63,2158.52,1.33
56,11,03,1227.54,441.31,1156.79,1.41
91,7,01,1634.61,672.41,1514.17,1.47
79,67,01,1199.19,402.34,1143.82,1.35
77,87,01,1424.69,546.82,1326.64,1.47
6,160,01,3121.04,1104.53,2943.17,1.41
51,61,03,1955.22,512.6,1893.81,1.28
78,77,01,319.4,260.37,228.54,2.5
131,102,02,579.26,317.77,523.04,1.54
130,112,02,923.61,371.48,860.72,1.46
76,97,01,2997.09,1138.48,2817.79,1.42
17,50,01,2003.57,560.28,1931.51,1.31
86,101,02,1526.2,571.83,1434.25,1.42
5,170,01,1450.37,570.17,1354.86,1.44
82,141,02,1344.72,555.01,1240.83,1.5
80,161,02,2333.26,884.95,2166.06,1.48
83,131,02,1779.4,600.2,1678.91,1.42
81,151,02,3166.43,1096.52,2966.05,1.45
9,130,01,3294.53,859.01,3176.83,1.32
84,121,02,2310.62,777.29,2179.24,1.42
10,11,03,2986.16,940.64,2841.51,1.37
1,101,03,2728.61,891.79,2590.98,1.38
85,111,02,2890.27,838.63,2756.16,1.38
156,195,01,2432.7,867.95,2285.54,1.43
158,175,01,788.01,418.23,695.9,1.64
160,10,02,1905.91,731.24,1781.97,1.44
159,165,01,3141.39,1074.55,2965.48,1.41
157,185,01,2765.44,1068.74,2607.54,1.4
184,10,02,4000.79,1227.13,3813.09,1.37
183,20,02,1356.26,380.88,1318.14,1.25
117,93,01,2480.5,769.15,2373.21,1.34
181,40,02,3229.62,816.62,3132.24,1.28
132,3,01,2743.9,839.21,2625.68,1.34
180,50,02,3078.36,858.34,2960.29,1.33
182,30,02,3872.88,1339.15,3678.31,1.36
186,92,02,2549.67,912.9,2387.76,1.45
187,82,02,2736.82,855.71,2608.56,1.37
189,62,02,2901.48,828.11,2782.51,1.34
176,58,03,2967.7,1261.06,2690.46,1.58
173,88,03,2483.37,921.34,2301.15,1.5
174,78,03,3289.86,986.3,3138.5,1.37
177,48,03,2826.05,1214.13,2558.01,1.59
179,28,03,3574.14,855.88,3472.19,1.28
175,68,03,3680.46,1258.92,3480.42,1.4
172,98,03,2951.86,940.01,2782.04,1.44
107,162,03,2488.26,658.13,2401.14,1.31
106,172,03,3269.73,1152.69,3085.13,1.41
91,10,03,960.21,486.59,861.01,1.6
90,20,03,3819.9,1016.34,3685.8,1.31
109,142,03,1808.89,509.43,1740.5,1.32
68,50,03,1786.12,617.92,1690.25,1.39
65,80,03,1199.57,412.55,1146.02,1.34
67,60,03,418.47,354.68,270.21,3.06
66,70,03,567.49,236.31,526.89,1.46
104,192,03,3044.75,857.45,2930.51,1.32
69,40,03,2139.3,701.83,2040.78,1.35
105,182,03,3692.02,1212.1,3505.37,1.39
64,90,03,1515.11,486.21,1443.86,1.36
108,152,03,2537.64,681.71,2446.98,1.31
197,71,01,1621.57,789.49,1477.94,1.51
196,81,01,1826.72,608.84,1733.03,1.38
195,91,01,2676.54,832.76,2550.37,1.37
191,166,02,3765.84,1059.26,3613.74,1.34
192,156,02,3167.12,851.38,3060.44,1.3
197,106,02,3865.28,1287.11,3632.27,1.44
193,146,02,1343.28,444.17,1271.69,1.4
190,176,02,1173.56,496.47,1073.45,1.54
196,116,02,3934.33,1146.84,3762.51,1.35
194,136,02,1818.97,565.47,1732.29,1.37
195,126,02,4285.91,998.47,4167.8,1.27
68,28,02,2248.82,690.69,2156.35,1.33
64,68,02,513.69,287.48,451.56,1.67
62,88,02,844.33,364.35,785.21,1.45
148,33,01,2739.55,859.71,2623.0,1.34
63,78,02,1814.63,794.84,1678.98,1.46
149,23,01,1445.15,455.27,1379.17,1.36
128,192,01,2253.89,960.52,2077.47,1.5
129,182,01,3139.97,901.72,3009.61,1.35
147,43,01,1640.64,424.79,1589.39,1.29
65,58,02,763.49,312.83,714.19,1.42
146,53,01,2970.0,950.54,2852.98,1.31
66,48,02,867.8,340.47,817.99,1.4
143,83,01,2477.26,761.98,2362.45,1.37
67,38,02,2497.54,848.81,2381.76,1.35
69,18,02,3947.36,896.86,3849.5,1.25
181,113,03,2637.02,830.74,2514.29,1.37
180,123,03,1491.49,674.36,1336.74,1.63
182,103,03,3651.72,1300.55,3413.01,1.46
61,17,01,1742.74,487.0,1673.27,1.34
70,3,02,2177.97,698.05,2073.29,1.37
56,83,02,1071.12,345.89,1019.25,1.37
55,93,02,2018.53,725.04,1881.0,1.48
148,162,02,718.72,314.53,662.67,1.49
147,172,02,2894.19,787.68,2774.82,1.36
59,53,02,875.72,388.86,809.22,1.48
149,152,02,406.19,251.75,347.16,1.76
30,93,03,3990.25,909.62,3876.85,1.28
58,63,02,936.93,439.55,845.95,1.56
34,53,03,1706.54,918.51,1594.61,1.4
145,192,02,996.18,593.34,829.6,1.87
57,73,02,1501.2,523.69,1410.02,1.43
155,7,02,2950.79,949.17,2795.95,1.4
146,182,02,2688.36,754.24,2572.29,1.38
36,33,03,1348.41,609.56,1237.56,1.51
35,43,03,1472.34,485.38,1392.82,1.4
38,13,03,2616.39,800.05,2502.38,1.35
169,9,03,1956.07,751.94,1827.21,1.45
37,23,03,1401.88,581.67,1316.26,1.4
31,83,03,2319.14,471.88,2270.38,1.23
122,20,03,1786.69,624.92,1674.77,1.47
120,40,03,1027.23,372.12,964.62,1.43
123,10,03,3357.83,1075.53,3181.12,1.4
71,92,01,2073.6,623.78,1986.02,1.34
75,52,01,3052.36,1066.55,2869.53,1.43
76,42,01,2667.36,748.47,2565.21,1.33
72,15,01,1429.68,505.92,1343.32,1.44
71,25,01,1596.03,486.3,1533.11,1.32
79,12,01,2473.32,752.11,2365.47,1.35
77,32,01,3524.58,923.82,3405.07,1.3
117,22,03,1483.68,415.44,1431.9,1.31
115,42,03,1339.37,430.32,1269.87,1.4
72,82,01,1666.31,606.91,1562.83,1.44
111,82,03,1879.8,633.37,1780.91,1.39
118,12,03,2072.24,512.0,2018.0,1.25
78,22,01,2520.66,809.58,2406.38,1.35
114,52,03,2259.0,558.07,2189.8,1.29
81,55,01,2475.64,903.75,2315.39,1.45
84,25,01,1334.92,531.03,1236.47,1.5
83,35,01,2445.69,876.31,2310.64,1.4
113,62,03,2116.1,742.74,2009.1,1.37
80,65,01,1178.69,401.53,1118.37,1.38
84,161,02,2393.04,812.92,2260.99,1.41
82,181,02,2097.59,762.44,1965.17,1.44
74,62,01,1419.8,417.72,1363.82,1.33
82,45,01,799.4,438.91,701.54,1.67
83,171,02,3163.85,800.1,3054.62,1.32
85,15,01,1911.26,716.64,1785.75,1.45
87,131,02,1414.76,491.38,1331.77,1.42
73,72,01,677.66,442.75,569.25,1.9
102,193,02,2437.8,778.56,2317.86,1.38
109,123,02,909.82,345.22,850.61,1.45
105,163,02,2557.29,646.32,2480.38,1.28
70,53,03,1506.24,463.84,1437.21,1.36
106,153,02,2415.01,703.55,2313.73,1.35
88,121,02,1909.72,704.67,1783.93,1.46
107,143,02,2032.13,539.94,1970.88,1.27
71,43,03,2809.32,783.75,2699.06,1.33
104,173,02,3222.7,856.99,3128.76,1.27
89,111,02,2304.73,721.23,2189.27,1.39
74,13,03,1947.2,594.8,1869.32,1.32
170,131,03,3428.32,1321.7,3172.12,1.5
108,133,02,1225.64,663.66,1123.04,1.48
85,151,02,2767.79,922.27,2617.83,1.4
103,183,02,2867.44,661.89,2795.85,1.25
73,23,03,2829.99,794.34,2720.04,1.33
173,101,03,2354.77,734.47,2246.09,1.36
81,191,02,3378.68,1097.06,3185.01,1.43
158,95,02,1651.3,664.95,1521.99,1.51
159,85,02,2630.58,808.38,2504.82,1.38
64,67,01,943.94,381.73,884.78,1.42
69,17,01,1744.02,515.5,1674.78,1.33
86,141,02,2527.86,672.81,2436.36,1.32
65,57,01,1052.18,612.4,958.97,1.49
173,5,02,4442.66,1238.31,4263.54,1.34
62,87,01,858.57,335.72,807.47,1.4
66,47,01,1411.96,554.68,1315.16,1.46
84,7,01,2207.92,654.3,2112.84,1.35
69,97,01,3115.69,1030.72,2991.49,1.31
68,27,01,1913.03,643.22,1820.93,1.36
171,121,03,3592.74,1132.82,3406.88,1.4
61,97,01,2743.8,848.23,2623.55,1.35
67,37,01,2609.08,833.2,2500.81,1.33
172,111,03,3568.71,1039.63,3399.52,1.39
63,77,01,1863.51,529.5,1784.54,1.35
70,2,01,2205.08,612.09,2115.24,1.34
57,72,01,1238.54,368.31,1183.77,1.36
59,52,01,891.36,386.93,814.66,1.54
56,82,01,1859.04,598.04,1772.86,1.36
120,110,03,549.21,242.5,504.53,1.5
121,100,03,1260.75,501.5,1180.39,1.43
58,62,01,364.38,297.02,280.21,2.06
130,99,02,989.98,360.13,938.26,1.38
132,79,02,2059.07,645.98,1957.36,1.39
170,41,01,4051.97,1371.33,3838.35,1.39
136,39,02,2229.4,572.62,2158.49,1.3
173,11,01,3881.35,1049.83,3745.09,1.31
131,89,02,1040.92,443.06,957.36,1.51
55,92,01,2065.6,777.32,1922.38,1.47
135,49,02,1185.49,475.44,1101.67,1.47
134,59,02,1673.68,559.58,1586.75,1.39
137,29,02,1965.09,668.42,1862.51,1.39
138,19,02,2629.98,788.52,2510.29,1.37
9,91,01,1598.35,735.27,1449.03,1.55
133,69,02,2989.56,881.73,2864.65,1.34
69,138,03,3011.28,769.5,2915.21,1.29
68,148,03,3679.01,1156.15,3492.78,1.4
67,158,03,3125.87,1067.54,2941.38,1.43
64,188,03,2979.51,801.79,2880.86,1.29
66,168,03,3141.44,902.03,3010.32,1.35
54,6,01,2448.75,827.17,2306.05,1.43
117,164,02,2074.37,565.42,2001.55,1.31
114,194,02,3436.26,882.76,3318.02,1.31
118,154,02,2501.47,671.93,2411.97,1.31
116,174,02,3406.97,677.64,3338.16,1.23
115,184,02,3191.86,835.48,3077.52,1.32
87,95,03,1050.04,324.31,1001.96,1.36
89,75,03,1021.15,437.49,939.46,1.51
88,85,03,955.14,404.4,878.31,1.52
26,159,01,3204.31,945.55,3071.51,1.34
23,189,01,2427.06,657.89,2340.66,1.31
27,149,01,2552.43,545.7,2495.93,1.24
29,129,01,1439.9,463.57,1373.04,1.36
28,139,01,2935.54,1055.93,2779.13,1.38
122,47,02,1781.03,522.73,1708.19,1.34
125,17,02,3358.94,972.92,3213.69,1.36
25,169,01,4370.91,1032.56,4241.01,1.29
121,57,02,2711.09,1280.03,2538.27,1.39
55,109,02,1511.8,525.65,1423.42,1.42
52,139,02,2545.37,770.72,2429.22,1.36
123,37,02,1420.43,468.04,1355.92,1.35
50,159,02,3387.25,1008.29,3235.7,1.36
24,179,01,4284.37,1203.73,4109.76,1.34
93,177,03,1252.14,496.47,1168.18,1.45
95,170,02,1990.1,786.35,1839.67,1.5
89,196,01,2078.52,718.81,1968.31,1.39
94,180,02,2499.92,811.34,2374.54,1.38
51,149,02,2369.17,675.05,2273.12,1.34
124,27,02,1353.43,489.15,1293.11,1.32
98,140,02,1344.27,521.19,1257.22,1.44
95,157,03,1426.68,570.67,1317.15,1.51
54,119,02,2244.02,986.62,2058.3,1.52
96,160,02,2755.74,895.36,2598.94,1.43
120,67,02,2891.14,1263.98,2743.47,1.34
91,197,03,1119.5,563.88,1004.61,1.58
97,150,02,1108.39,373.62,1048.64,1.4
97,137,03,654.67,351.77,583.93,1.61
93,190,02,1173.15,573.31,1057.04,1.58
18,194,01,4024.37,929.2,3909.67,1.28
19,184,01,2306.13,509.81,2253.1,1.24
57,92,03,2548.03,686.47,2455.3,1.32
94,167,03,3204.01,1060.19,3033.22,1.4
99,130,02,1391.35,503.84,1311.57,1.41
21,19,03,1210.6,485.04,1131.69,1.43
20,29,03,1202.81,492.74,1110.39,1.5
96,147,03,1664.03,734.4,1525.16,1.51
58,82,03,863.2,439.42,769.13,1.61
9,8,03,506.33,387.62,398.9,2.0
59,72,03,1026.59,450.95,952.36,1.45
98,127,03,592.08,402.07,498.3,1.77
12,6,01,3284.19,1036.5,3128.99,1.37
99,117,03,2197.78,600.07,2122.6,1.3
22,16,03,575.98,310.32,520.82,1.54
21,26,03,1709.51,470.41,1650.61,1.3
193,75,01,2321.63,865.86,2167.29,1.46
196,45,01,1513.49,611.69,1411.59,1.44
92,187,03,2701.96,926.45,2556.65,1.39
192,85,01,3600.0,898.29,3485.04,1.3
195,55,01,1904.33,552.07,1827.94,1.33
20,36,03,877.04,396.49,768.73,1.88
194,65,01,3096.02,1067.82,2908.18,1.44
191,95,01,3696.9,1041.85,3548.72,1.34
150,109,02,1955.97,501.89,1897.77,1.28
24,141,02,3193.93,790.05,3093.58,1.29
23,151,02,1576.18,492.1,1505.67,1.36
26,121,02,1396.0,517.48,1319.62,1.39
198,25,01,3161.68,795.11,3061.52,1.29
25,131,02,2471.87,798.66,2333.44,1.42
21,171,02,4678.16,908.81,4590.27,1.22
171,112,03,3997.85,1296.82,3764.62,1.44
172,102,03,3145.58,1093.12,2940.38,1.47
22,161,02,4307.99,1201.64,4145.33,1.32
170,122,03,4216.53,1414.05,3965.78,1.43
50,108,02,583.69,314.45,514.8,1.67
28,101,02,1846.3,648.0,1749.55,1.38
27,111,02,1198.15,563.44,1119.19,1.41
143,146,01,257.84,205.42,208.85,1.98
10,88,01,2419.5,874.93,2259.04,1.47
13,58,01,905.66,408.88,836.36,1.47
155,175,02,1424.89,605.51,1307.86,1.52
14,48,01,1531.3,625.39,1418.8,1.48
157,155,02,456.05,285.34,357.72,2.27
20,181,02,3453.69,1189.48,3257.53,1.41
3,158,01,3795.2,1054.73,3647.58,1.33
141,166,01,3456.35,1082.22,3287.81,1.38
5,138,01,3494.47,966.98,3364.06,1.32
159,135,02,1668.08,564.36,1572.4,1.42
145,126,01,592.3,314.91,530.64,1.61
6,128,01,4614.24,1587.83,4349.0,1.42
97,6,02,3715.9,1193.83,3529.66,1.38
140,176,01,1835.04,823.11,1665.4,1.56
1,178,01,5079.58,986.17,4983.96,1.22
156,165,02,2027.87,776.92,1884.89,1.47
144,136,01,809.96,405.67,734.16,1.55
171,109,01,3973.21,1187.34,3788.34,1.37
12,68,01,1643.35,593.58,1556.84,1.38
158,145,02,1885.13,663.92,1789.03,1.38
142,156,01,2783.95,720.36,2691.44,1.3
4,148,01,4223.73,1183.94,4070.35,1.31
154,185,02,2459.48,903.44,2305.21,1.44
146,116,01,1430.11,447.51,1366.51,1.35
157,79,03,1745.6,664.48,1623.2,1.48
155,99,03,2275.95,791.93,2139.28,1.44
156,89,03,1012.91,508.52,899.34,1.64
159,59,03,3358.37,979.57,3209.63,1.36
147,106,01,1550.32,475.94,1488.2,1.33
30,40,01,1583.37,556.69,1494.56,1.4
8,108,01,3087.67,990.7,2925.74,1.4
31,30,01,335.97,340.46,221.18,2.82
158,69,03,2705.72,975.51,2532.4,1.45
32,20,01,488.46,614.46,285.42,2.77
33,10,01,3755.94,887.04,3643.18,1.29
170,9,03,487.64,422.63,371.67,2.09
7,118,01,3946.53,1251.62,3762.68,1.36
110,21,03,828.39,289.04,785.85,1.38
111,11,03,2265.73,642.68,2176.67,1.33
15,38,01,2303.52,763.48,2194.78,1.36
177,4,03,2875.35,974.28,2732.73,1.37
116,23,03,1035.48,381.05,975.6,1.41
114,43,03,710.47,231.29,677.98,1.35
16,28,01,1486.54,639.14,1377.88,1.46
117,13,03,2591.98,641.96,2517.65,1.27
29,149,03,2023.84,533.51,1961.78,1.28
25,189,03,3345.16,1153.21,3131.4,1.46
28,159,03,2426.08,599.66,2352.46,1.29
115,33,03,2302.61,644.08,2215.96,1.32
15,191,01,3503.34,1175.86,3342.41,1.35
17,171,01,4596.18,1168.02,4447.99,1.29
19,151,01,2360.13,570.57,2289.14,1.29
26,179,03,4051.06,1180.34,3874.22,1.36
113,53,03,1991.2,570.24,1918.3,1.31
18,161,01,3615.3,829.62,3515.74,1.27
27,169,03,4978.33,1177.9,4825.7,1.29
16,181,01,3800.27,1141.78,3602.07,1.41
111,73,03,2756.8,819.02,2647.68,1.32
17,18,01,2955.76,724.83,2879.17,1.25
11,78,01,2496.99,770.68,2401.81,1.31
190,23,01,2397.91,742.2,2284.92,1.37
191,13,01,3396.09,1002.52,3260.08,1.33
156,3,03,3481.22,1274.18,3278.69,1.41
39,40,02,438.54,371.08,308.8,2.63
34,90,02,4106.21,1048.12,3980.39,1.28
38,50,02,1395.96,486.83,1325.11,1.37
35,80,02,3498.66,926.53,3389.13,1.28
118,7,03,4155.28,1115.17,4003.59,1.32
90,17,01,3286.34,1085.0,3113.54,1.39
70,137,02,2462.11,623.3,2379.82,1.31
45,3,02,1183.1,423.65,1122.74,1.37
83,4,01,2092.52,562.89,2008.75,1.35
68,94,01,2406.75,694.44,2307.48,1.34
69,84,01,1479.51,493.57,1410.45,1.36
76,1,02,2077.38,569.63,2010.09,1.29
105,166,01,4047.43,1172.79,3867.99,1.36
109,126,01,1457.41,509.13,1376.17,1.41
107,146,01,2210.66,441.12,2167.69,1.22
93,100,03,1627.64,667.24,1488.33,1.55
103,186,01,2235.11,669.32,2143.85,1.33
91,120,03,2708.96,1044.16,2515.61,1.48
108,136,01,1339.53,488.91,1271.13,1.37
90,130,03,2078.94,982.18,1859.12,1.62
106,156,01,3203.07,1100.02,3039.7,1.38
102,196,01,2543.43,781.54,2437.46,1.33
104,176,01,4645.19,984.17,4528.23,1.26
157,82,01,1738.5,693.42,1603.51,1.51
156,92,01,394.64,308.27,289.91,2.31
159,62,01,3325.1,1148.96,3123.67,1.43
158,72,01,2860.61,976.73,2680.85,1.45
75,131,03,1976.05,878.18,1791.13,1.57
76,121,03,3618.32,1046.02,3462.58,1.36
171,2,01,4323.54,1168.25,4170.12,1.31
78,101,03,2498.4,868.11,2341.96,1.45
71,171,03,3074.28,1019.01,2913.24,1.39
184,3,02,4788.26,1100.97,4661.45,1.26
169,93,02,3880.78,1034.87,3751.31,1.3
70,181,03,3713.38,1083.36,3553.8,1.35
73,151,03,3201.34,862.5,3079.05,1.33
53,5,03,2320.56,652.65,2236.18,1.31
39,85,03,2856.69,739.64,2763.97,1.3
38,95,03,3379.65,909.39,3261.42,1.31
77,111,03,3516.44,1110.99,3327.8,1.41
135,139,02,703.04,416.23,616.33,1.66
